gene_id	root_og
NP_390947.1	COG0288
NP_390948.1	COG0254
NP_390952.1	COG1108
NP_390953.1	COG1108
NP_390954.1	COG1121
NP_390955.1	COG0803
NP_390961.1	COG1169
NP_390972.1	COG0058
NP_390973.1	COG0297
NP_390975.1	COG0448
NP_390976.1	COG0296
NP_390979.1	COG2268
NP_390980.1	COG1585
NP_390981.1	COG2318
NP_390984.1	COG1012
NP_390986.1	2974U
NP_390987.1	COG0569
NP_390988.1	COG0168
NP_390993.1	COG1968
NP_390996.1	COG4806
NP_390997.1	COG3254
NP_390998.1	COG1070
NP_390999.1	COG1349
NP_391000.1	COG1028
NP_391003.1	COG0840
NP_391009.1	COG2738
NP_391024.1	2DNAX
NP_391025.1	COG5018
NP_391028.1	COG3011
NP_391030.1	COG3290
NP_391031.1	COG4565
NP_391033.1	COG3845
NP_391034.1	COG4603
NP_391035.1	COG1079
NP_391036.1	COG3493
NP_391050.1	2BH1T
NP_391052.1	COG3434
NP_391053.1	COG1488
NP_391071.1	COG0686
NP_391077.1	COG1535
NP_391078.1	COG1021
NP_391083.1	COG1268
NP_391084.1	COG2056
NP_391085.1	COG0260
NP_391087.1	COG3584
NP_391088.1	2CDZ2
NP_391089.1	2DD3B
NP_391090.1	COG1252
NP_391095.1	COG0454
NP_391096.1	COG0316
NP_391104.1	COG0083
NP_391105.1	COG0498
NP_391106.1	COG0460
NP_391107.1	COG2334
NP_391109.1	COG0647
NP_391121.1	COG0044
NP_391122.1	COG2508
NP_391123.1	COG2233
NP_391124.1	COG2233
NP_391125.1	COG3195
NP_391127.1	COG2080
NP_391128.1	COG1529
NP_391129.1	COG1319
NP_391131.1	COG1975
NP_391132.1	COG0075
NP_391133.1	COG0624
NP_391134.1	COG2356
NP_391135.1	COG3842
NP_391137.1	COG0524
NP_391138.1	COG0395
NP_391139.1	COG1175
NP_391140.1	COG1653
NP_391141.1	COG2222
NP_391144.1	2ESBJ
NP_391146.1	COG0719
NP_391147.1	COG0822
NP_391148.1	COG0520
NP_391149.1	COG0719
NP_391150.1	COG0396
NP_391152.1	COG1464
NP_391153.1	COG2011
NP_391154.1	COG1135
NP_391155.1	2CCFT
NP_391156.1	COG0526
NP_391159.1	COG0509
NP_391161.1	COG1960
NP_391162.1	COG0183
NP_391164.1	COG0506
NP_391165.1	COG5577
NP_391166.1	COG1846
NP_391167.1	COG0477
NP_391171.1	COG0583
NP_391172.1	2DPT3
NP_391173.1	COG1120
NP_391177.1	COG1028
NP_391178.1	COG0783
NP_391181.1	COG0745
NP_391184.1	COG0114
NP_391186.1	COG0814
NP_391187.1	2DFTJ
NP_391188.1	COG2197
NP_391189.1	COG4585
NP_391190.1	COG4758
NP_391192.1	COG1842
NP_391193.1	COG4758
NP_391194.1	COG0477
NP_391209.1	COG0845
NP_391210.1	COG1120
NP_391211.1	COG0609
NP_391212.1	COG0609
NP_391213.1	COG0614
NP_391214.1	COG0531
NP_391215.1	COG1988
NP_391218.1	COG0725
NP_391220.1	COG0656
NP_391221.1	2EKDS
NP_391223.1	COG0155
NP_391224.1	COG0369
NP_391226.1	COG2860
NP_391227.1	COG1495
NP_391228.1	COG1651
NP_391231.1	COG2608
NP_391233.1	COG0673
NP_391234.1	COG1182
NP_391240.1	COG0691
NP_391250.1	COG1174
NP_391251.1	COG1732
NP_391252.1	COG1174
NP_391253.1	COG0517
NP_391255.1	2CE3Z
NP_391256.1	28UJT
NP_391257.1	29TCH
NP_391258.1	COG5658
NP_391259.1	COG0640
NP_391260.1	COG1174
NP_391261.1	COG1732
NP_391262.1	COG1174
NP_391263.1	COG0517
NP_391264.1	COG1510
NP_391270.1	COG0148
NP_391271.1	COG0696
NP_391272.1	COG0149
NP_391273.1	COG0126
NP_391274.1	COG0057
NP_391275.1	COG2390
NP_391276.1	COG0477
NP_391279.1	COG0583
NP_391283.1	COG1556
NP_391284.1	COG1139
NP_391285.1	COG0247
NP_391286.1	COG2197
NP_391288.1	COG0842
NP_391289.1	COG1131
NP_391293.1	COG1874
NP_391294.1	COG3833
NP_391295.1	COG1175
NP_391296.1	COG2182
NP_391299.1	COG1620
NP_391300.1	COG1508
NP_391302.1	COG5039
NP_391304.1	COG0110
NP_391305.1	COG2148
NP_391308.1	COG1216
NP_391309.1	COG5039
NP_391310.1	COG1216
NP_391311.1	2DP3I
NP_391312.1	COG0438
NP_391314.1	COG0438
NP_391315.1	COG1086
NP_391316.1	COG0489
NP_391317.1	COG3944
NP_391318.1	COG1396
NP_391319.1	COG2272
NP_391320.1	COG3479
NP_391323.1	COG1794
NP_391324.1	COG1680
NP_391325.1	COG1621
NP_391326.1	COG1621
NP_391327.1	COG0531
NP_391333.1	COG3621
NP_391334.1	COG0740
NP_391335.1	COG0637
NP_391336.1	COG0366
NP_391337.1	COG1554
NP_391338.1	COG5521
NP_391339.1	COG3833
NP_391340.1	COG1175
NP_391341.1	COG2182
NP_391342.1	COG0366
NP_391349.1	COG0577
NP_391350.1	COG1136
NP_391352.1	COG0745
NP_391354.1	COG1925
NP_391358.1	COG1051
NP_391359.1	COG0492
NP_391360.1	COG0791
NP_391364.1	2CA56
NP_391365.1	2E73G
NP_391366.1	COG0139
NP_391367.1	COG0107
NP_391368.1	COG0106
NP_391369.1	COG0118
NP_391370.1	COG0131
NP_391371.1	COG0141
NP_391372.1	COG0040
NP_391381.1	COG1820
NP_391382.1	COG0363
NP_391383.1	COG2188
NP_391385.1	COG1846
NP_391386.1	COG2124
NP_391387.1	2E8AV
NP_391388.1	COG1846
NP_391390.1	COG1950
NP_391391.1	COG1983
NP_391392.1	COG3595
NP_391393.1	2DZIG
NP_391396.1	COG0178
NP_391397.1	COG0556
NP_391404.1	COG0793
NP_391405.1	COG2177
NP_391406.1	COG2884
NP_391416.1	COG1344
NP_391417.1	COG1551
NP_391420.1	COG1344
NP_391421.1	COG1256
NP_391422.1	COG3418
NP_391423.1	COG2747
NP_391424.1	2D61I
NP_391426.1	2DNY2
NP_391427.1	COG4098
NP_391429.1	COG2197
NP_391431.1	COG1739
NP_391432.1	COG1316
NP_391433.1	COG0472
NP_391434.1	COG0438
NP_391435.1	COG1215
NP_391436.1	COG3206
NP_391437.1	COG3307
NP_391438.1	COG1004
NP_391439.1	COG0297
NP_391440.1	COG2244
NP_391442.1	COG0860
NP_391443.1	COG2247
NP_391444.1	2E29G
NP_391445.1	COG1316
NP_391446.1	COG0381
NP_391453.1	COG1887
NP_391454.1	COG0438
NP_391455.1	COG0615
NP_391456.1	COG1922
NP_391457.1	COG1887
NP_391458.1	2ENW5
NP_391460.1	COG1482
NP_391463.1	28IEM
NP_391467.1	COG0791
NP_391468.1	29QU5
NP_391469.1	COG2843
NP_391470.1	29EG8
NP_391472.1	COG1609
NP_391473.1	COG0524
NP_391474.1	COG1869
NP_391475.1	COG1129
NP_391476.1	COG1172
NP_391477.1	COG1879
NP_391481.1	COG3527
NP_391483.1	COG0583
NP_391486.1	2E48W
NP_391487.1	COG5337
NP_391488.1	29SRG
NP_391491.1	COG0405
NP_391492.1	COG1522
NP_391493.1	COG2059
NP_391494.1	COG2059
NP_391504.1	COG1004
NP_391505.1	COG4464
NP_391506.1	COG0489
NP_391507.1	COG3944
NP_391510.1	COG0561
NP_391511.1	COG1349
NP_391527.1	COG3420
NP_391528.1	COG1953
NP_391529.1	COG0477
NP_391531.1	2CDZ7
NP_391532.1	COG0004
NP_391533.1	COG0347
NP_391534.1	COG0671
NP_391536.1	COG0739
NP_391541.1	COG0789
NP_391545.1	COG0804
NP_391546.1	COG0832
NP_391547.1	COG0831
NP_391551.1	COG2896
NP_391556.1	COG2385
NP_391561.1	COG0355
NP_391562.1	COG0055
NP_391563.1	COG0224
NP_391564.1	COG0056
NP_391568.1	COG0356
NP_391571.1	COG0112
NP_391572.1	COG4475
NP_391573.1	COG0698
NP_391574.1	COG0394
NP_391575.1	COG1971
NP_391576.1	COG0009
NP_391577.1	COG1246
NP_391578.1	2AUKD
NP_391581.1	COG2890
NP_391582.1	COG0216
NP_391584.1	COG0789
NP_391585.1	COG0679
NP_391586.1	COG0281
NP_391593.1	COG0191
NP_391594.1	COG2204
NP_391597.1	COG3343
NP_391598.1	COG1960
NP_391599.1	COG0247
NP_391603.1	COG0262
NP_391604.1	COG1132
NP_391606.1	COG2181
NP_391607.1	COG2180
NP_391608.1	COG1140
NP_391610.1	COG0664
NP_391612.1	COG0664
NP_391616.1	2DY3G
NP_391617.1	COG0535
NP_391619.1	COG1131
NP_391620.1	COG0474
NP_391621.1	COG0612
NP_391622.1	COG0612
NP_391626.1	COG0457
NP_391628.1	COG2606
NP_391629.1	COG0010
NP_391642.1	2A3YB
NP_391645.1	COG0583
NP_391646.1	COG0280
NP_391648.1	COG1028
NP_391649.1	COG0436
NP_391650.1	COG0477
NP_391651.1	COG0151
NP_391653.1	COG1917
NP_391654.1	COG0077
NP_391656.1	COG0833
NP_391657.1	COG4187
NP_391658.1	COG1012
NP_391660.1	2974U
NP_391662.1	COG1088
NP_391663.1	COG1209
NP_391668.1	COG0399
NP_391676.1	COG0692
NP_391682.1	2CEZ0
NP_391685.1	COG2116
NP_391688.1	COG1404
NP_391689.1	COG2141
NP_391690.1	COG0778
NP_391692.1	2EPRF
NP_391694.1	COG1845
NP_391695.1	COG0843
NP_391699.1	COG0153
NP_391702.1	COG3162
NP_391705.1	COG2837
NP_391706.1	COG2822
NP_391710.1	COG0583
NP_391711.1	COG1380
NP_391713.1	COG0477
NP_391715.1	COG1092
NP_391716.1	COG0346
NP_391717.1	29A5D
NP_391718.1	COG1455
NP_391719.1	COG1404
NP_391720.1	COG1263
NP_391721.1	COG3711
NP_391727.1	COG2357
NP_391729.1	COG1020
NP_391730.1	COG1696
NP_391731.1	COG0236
NP_391732.1	COG3966
NP_391735.1	COG1486
NP_391736.1	COG1447
NP_391737.1	COG1455
NP_391738.1	COG1440
NP_391742.1	COG0753
NP_391752.1	COG4987
NP_391753.1	COG4988
NP_391754.1	COG1294
NP_391755.1	COG1271
NP_391756.1	COG3493
NP_391759.1	COG0726
NP_391760.1	COG3842
NP_391761.1	COG2508
NP_391763.1	COG1284
NP_391772.1	29SYD
NP_391773.1	COG4894
NP_391777.1	COG2057
NP_391778.1	COG1788
NP_391786.1	COG2273
NP_391789.1	COG2270
NP_391801.1	295XK
NP_391804.1	COG0589
NP_391814.1	COG2986
NP_391815.1	COG2987
NP_391816.1	COG1228
NP_391817.1	COG0010
NP_391827.1	COG1126
NP_391828.1	COG0765
NP_391829.1	COG0834
NP_391831.1	COG2141
NP_391834.1	COG0561
NP_391837.1	2BBDR
NP_391846.1	COG0191
NP_391847.1	COG1082
NP_391848.1	COG1082
NP_391851.1	COG1082
NP_391853.1	COG0524
NP_391855.1	COG1012
NP_391856.1	COG1349
NP_391857.1	COG0667
NP_391861.1	COG0326
NP_391867.1	COG2850
NP_391868.1	COG0500
NP_391869.1	294PM
NP_391870.1	2DX96
NP_391885.1	COG1802
NP_391886.1	COG1070
NP_391887.1	COG2610
NP_391888.1	COG0362
NP_391889.1	COG0450
NP_391890.1	COG3634
NP_391891.1	COG2723
NP_391892.1	COG2190
NP_391893.1	COG2188
NP_391894.1	2EWB9
NP_391895.1	COG1131
NP_391897.1	COG0535
NP_391898.1	2DF67
NP_391903.1	COG1576
NP_391908.1	COG3863
NP_391910.1	COG0457
NP_391912.1	COG0010
NP_391913.1	COG0833
NP_391914.1	COG4992
NP_391915.1	COG3829
NP_391916.1	COG0265
NP_391920.1	COG5002
NP_391921.1	COG0745
NP_391922.1	COG0104
NP_391927.1	COG3093
NP_391928.1	COG2807
NP_391930.1	COG0359
NP_391933.1	COG5577
NP_391934.1	COG1733
NP_391936.1	2A2UI
NP_391938.1	2DZY0
NP_391939.1	28KBJ
NP_391940.1	2DT4F
NP_391941.1	2EBXU
NP_391942.1	COG1131
NP_391946.1	COG0477
NP_391951.1	COG1846
NP_391952.1	COG2153
NP_391953.1	COG2364
NP_391960.1	COG0789
NP_391968.1	COG0708
NP_391970.1	COG0629
NP_391971.1	COG0360
NP_391972.1	COG0012
NP_391974.1	COG3949
NP_391976.1	COG1475
NP_391977.1	COG1192
NP_391979.1	COG1475
NP_391980.1	COG0357
NP_391981.1	COG0445
NP_391982.1	COG0486
NP_391985.1	COG0594
NP_391986.1	COG0230
NP_388865.1	COG0635
NP_388073.2	COG0535
NP_388290.2	COG2049
NP_388359.2	COG2183
NP_388483.2	COG0234
NP_388551.2	COG0064
YP_054572.1	COG1309
YP_054574.1	COG1225
NP_388766.2	COG2141
NP_388864.2	COG0561
NP_388960.2	COG0367
NP_389012.2	COG1744
NP_389054.2	COG0623
NP_389274.2	COG1080
NP_389595.2	COG3425
NP_389691.2	COG0187
NP_389730.2	COG0345
YP_054581.1	2EIXM
NP_390145.2	COG0133
NP_390148.2	COG0547
NP_390257.2	COG1072
NP_390267.2	COG0362
NP_390282.2	COG0789
YP_054588.1	2EIH6
NP_390580.2	COG0693
NP_390629.2	COG1104
YP_054590.1	COG2255
NP_390962.2	COG1734
NP_391026.2	COG0477
NP_391113.2	COG0320
NP_391180.2	COG0265
NP_391208.2	COG1136
NP_391292.2	COG3867
NP_391303.2	COG0399
NP_391805.2	COG2723
NP_391819.2	COG0213
NP_391863.2	COG1028
NP_391873.2	COG1520
NP_391880.2	COG1028
NP_391969.2	COG0238
NP_387904.2	2E9CH
NP_387951.2	COG1521
NP_387984.2	COG0081
NP_387985.2	COG0244
NP_387999.2	COG0089
NP_388000.2	COG0090
NP_388003.2	COG0092
NP_388011.2	COG0096
NP_388013.2	COG0256
NP_388030.2	COG0102
NP_388032.2	COG0500
NP_388040.2	COG0385
NP_388041.2	COG2819
NP_388042.2	COG0609
NP_388048.2	COG1680
NP_388049.3	COG1263
YP_003097670.1	COG0640
YP_003097671.1	COG1266
NP_388078.2	2EE96
NP_388079.2	COG1413
NP_388080.2	COG0526
NP_388124.2	COG1115
NP_388128.2	COG0329
NP_388130.2	COG2271
NP_388131.2	COG4948
NP_388132.2	COG2186
NP_388133.2	COG2721
NP_388142.2	COG3773
NP_388144.2	COG3540
NP_388145.2	COG1826
NP_388146.2	COG0805
NP_388183.2	COG1473
NP_388184.2	COG1288
NP_388186.2	COG0366
NP_388187.2	COG0039
NP_388188.2	COG1620
NP_388192.2	COG3403
NP_388199.2	COG0583
NP_388203.2	COG1012
NP_388204.2	COG0591
NP_388205.2	COG2508
NP_388213.2	COG0243
NP_388214.2	COG1251
NP_388215.2	COG2223
NP_388216.2	COG1469
NP_388217.2	COG1376
NP_388230.2	COG1020
NP_388231.2	COG1020
NP_388233.2	COG1020
NP_388235.2	COG0477
NP_388237.2	COG0697
NP_388241.2	COG1126
NP_388243.2	COG0834
YP_003097675.1	2CK9M
NP_388247.2	2DAI9
NP_388249.2	COG3104
NP_388256.2	COG0577
NP_388277.2	COG1276
NP_388280.2	COG2213
YP_003097678.1	COG4668
NP_388281.2	COG0246
NP_388282.3	COG0473
NP_388287.3	COG1540
NP_388288.3	COG1914
NP_388289.3	COG4336
YP_054571.2	COG1984
NP_388291.2	COG1414
NP_388298.2	COG0318
NP_388344.2	COG2834
NP_388354.2	COG1191
NP_388453.2	COG1819
NP_388455.2	COG1785
NP_388463.2	COG1447
NP_388469.2	COG4124
NP_388512.2	COG1113
NP_388517.2	COG0518
NP_388525.2	COG0026
NP_388530.2	COG0046
NP_388531.2	COG0034
NP_388532.2	COG0150
NP_388533.2	COG0299
NP_388534.2	COG0138
NP_388565.2	COG0457
NP_388571.2	2E34J
NP_388574.2	29KUS
NP_388578.2	COG1653
NP_388590.2	28I2Y
NP_388655.2	2D7FD
NP_388680.2	COG2084
NP_388705.2	COG2514
NP_388712.2	COG1131
NP_388760.2	COG0277
NP_388762.2	COG0753
NP_388763.3	COG1116
NP_388792.2	COG1464
NP_388810.2	COG0554
NP_388811.2	COG0578
NP_388818.2	COG0791
NP_388822.2	COG1785
NP_388823.2	COG0791
NP_388824.2	COG0583
NP_388825.2	COG0372
NP_388858.2	COG0189
NP_388869.3	COG1024
NP_388870.2	COG4152
NP_388871.2	COG1668
YP_003097699.1	2DK62
NP_388888.2	COG1473
NP_388908.2	COG0318
NP_388911.2	COG1404
NP_388914.2	COG4594
NP_388934.2	COG0673
NP_388935.2	COG0561
NP_388943.2	COG3857
NP_388944.2	COG1074
NP_388945.3	COG0420
NP_388946.2	COG0419
NP_389001.2	COG0002
NP_389002.2	COG1364
NP_389004.2	COG4992
NP_389005.2	COG0505
NP_389006.3	COG0458
NP_389019.2	COG4608
NP_389021.2	COG0601
NP_389031.2	COG0454
NP_389063.2	2E36V
NP_389082.2	COG1762
NP_389083.2	COG1299
NP_389090.2	COG0109
NP_389121.2	COG2721
NP_389132.3	COG2856
NP_389134.2	COG1522
NP_389135.2	COG1484
NP_389141.2	COG5518
NP_389142.2	COG0338
NP_389147.2	28IGV
NP_389167.2	COG0306
NP_389171.2	COG1807
NP_389172.2	COG0463
NP_389173.2	COG0265
NP_389175.2	COG2362
NP_389179.2	COG4166
NP_389180.2	COG1619
NP_389182.2	COG0791
NP_389183.2	COG4608
NP_389201.2	COG0620
NP_389205.2	COG1122
NP_389278.2	COG0840
NP_389283.2	COG0436
YP_003097723.1	COG3409
NP_389300.2	COG0716
NP_389301.2	COG2171
NP_389306.2	COG0526
NP_389335.2	COG1001
YP_003097726.1	2DTX2
NP_389373.2	COG0843
NP_389378.2	COG2905
NP_389384.2	COG0742
NP_389393.2	COG0454
NP_389395.2	COG4365
NP_389400.2	COG0768
NP_389402.2	COG0472
NP_389405.2	COG0707
NP_389408.2	COG3879
NP_389409.2	COG3879
NP_389411.2	COG0849
NP_389412.2	COG0206
NP_389415.2	COG1191
NP_389417.2	COG1119
NP_389427.2	COG1734
NP_389431.2	COG2233
NP_389432.2	COG0540
NP_389433.2	COG0044
NP_389476.2	COG1196
NP_389505.2	COG1317
NP_389506.2	COG1157
NP_389508.2	COG3334
NP_389509.2	COG3144
NP_389511.2	COG4786
NP_389519.2	COG1684
NP_389521.2	COG1298
NP_389524.2	COG2201
NP_389525.2	COG0643
NP_389553.2	COG0612
NP_389561.3	COG0740
NP_389564.2	COG0477
NP_389566.2	COG0612
NP_389568.2	COG0612
NP_389574.2	COG0558
NP_389576.2	COG0468
NP_389606.3	2DRIZ
NP_389607.2	COG0491
NP_389624.2	COG0464
NP_389639.2	COG2211
NP_389640.2	COG3507
NP_389642.2	COG2115
NP_389692.2	COG0188
NP_389703.2	COG4799
YP_003097733.1	COG0511
NP_389713.2	COG1020
NP_389716.2	COG1020
NP_389719.2	COG0534
NP_389720.2	2DQ89
NP_389726.2	COG0493
NP_389727.2	COG0067
NP_389728.2	COG0583
NP_389739.2	COG0243
NP_389818.2	COG0508
NP_389819.3	COG0567
YP_003097742.1	2EFSS
NP_389860.2	COG4641
NP_390033.2	COG0389
NP_390041.2	COG5444
NP_390070.2	COG0129
NP_390143.2	COG0079
NP_390146.3	COG0135
NP_390152.3	COG0082
NP_390177.2	COG0334
NP_390188.2	COG0111
NP_390193.2	COG0745
NP_390194.2	COG0755
NP_390196.2	COG0526
NP_390197.2	COG1187
NP_390220.2	COG0697
YP_003097758.1	29419
YP_003097759.1	2ANER
NP_390225.2	28PNE
NP_390231.2	COG1015
NP_390233.2	COG0735
NP_390238.2	COG1027
NP_390266.2	COG0364
NP_390268.2	COG0389
NP_390280.2	COG1597
NP_390281.2	COG0477
NP_390286.2	COG1249
NP_390287.2	COG3426
NP_390289.2	COG0280
NP_390293.2	COG2079
NP_390295.2	COG1960
NP_390296.2	COG1250
NP_390303.2	COG0750
NP_390304.2	COG0497
NP_390306.2	COG1189
NP_390308.2	COG0142
NP_390312.2	COG0781
NP_390314.2	COG0439
NP_390316.2	29WYG
NP_390317.2	2E6BB
NP_390319.2	2C2CG
NP_390334.2	COG0607
NP_390336.2	COG0403
NP_390337.2	COG0404
NP_390346.2	2EKZB
NP_390357.2	COG1393
NP_390365.2	COG1940
NP_570908.2	COG0267
NP_390373.2	COG1559
NP_390376.2	COG0581
NP_390377.2	COG0573
NP_390381.3	COG0605
NP_390389.2	COG0735
NP_390399.2	COG0568
NP_390400.2	COG0358
NP_390401.2	COG1671
NP_390406.2	COG1381
YP_003097761.1	2DKK1
NP_390410.2	COG0319
NP_390412.2	COG1702
NP_390413.2	COG0561
NP_390420.2	COG1283
NP_390423.2	COG2264
NP_390424.2	COG0484
NP_390428.2	COG0635
NP_390454.2	COG1961
NP_390456.2	COG0798
NP_390457.2	COG0346
NP_390460.2	COG0457
NP_390504.2	COG3935
NP_390518.2	COG3223
NP_390528.2	COG0491
NP_390544.2	COG0583
NP_390579.2	COG1064
NP_390586.2	COG1221
NP_390630.2	COG1959
NP_390654.2	COG0477
NP_390659.2	COG1115
NP_390661.2	2C7CE
NP_390667.2	COG1827
NP_390685.2	COG1989
NP_390694.2	COG0755
NP_390700.2	COG1219
NP_390705.2	COG0473
NP_390708.2	COG0440
NP_390717.2	COG0796
NP_390719.2	COG2197
NP_390722.2	COG1053
NP_390727.2	COG0322
NP_390729.2	COG3534
NP_390745.2	COG3835
NP_390749.2	COG1966
NP_390750.2	COG3534
NP_390751.2	COG0395
NP_390753.2	COG1653
NP_390758.2	COG2160
NP_390759.2	COG3507
NP_390774.2	28MGE
NP_390779.2	COG1586
NP_390789.2	COG0745
NP_390799.2	COG0777
YP_003097771.1	2CBNY
NP_390836.2	COG0301
NP_390871.2	COG1523
NP_390889.2	COG1653
NP_390892.2	COG4209
NP_390894.3	COG1653
NP_390896.2	COG0451
NP_390902.3	COG1424
NP_390914.2	COG2433
NP_390934.2	COG1866
NP_390983.2	COG1454
NP_391007.2	COG0366
NP_391008.2	COG1253
NP_391023.2	COG0642
NP_391027.2	COG0744
NP_391032.2	COG1744
NP_391041.3	COG0651
NP_391045.2	COG2050
YP_003097779.1	COG3251
NP_391076.3	COG1020
NP_391079.2	COG1169
NP_391080.2	COG1028
NP_391081.2	COG2819
NP_391091.2	COG0492
NP_391093.2	COG0516
NP_391094.2	COG2808
NP_391126.2	COG2351
NP_391130.2	COG2068
NP_391182.2	COG0642
NP_391185.2	COG0697
NP_391191.2	COG3595
NP_391207.3	COG0577
NP_391230.2	COG2217
NP_391254.2	COG1510
NP_391298.2	COG2186
YP_003097789.1	COG2244
NP_391313.2	COG1215
NP_391461.2	COG0697
NP_391462.2	COG0814
NP_391464.2	COG0477
NP_391471.2	COG0771
NP_391482.2	COG0028
NP_391512.2	COG0629
NP_391518.2	COG0764
NP_391530.2	COG1335
NP_391591.2	COG0766
NP_391609.2	COG5013
NP_391613.2	COG2223
NP_391636.2	COG0441
NP_391659.2	COG0334
NP_391672.2	COG2363
NP_391673.2	COG2233
NP_391683.2	COG1621
NP_391684.3	COG1263
NP_391696.2	COG1622
NP_391698.2	COG4468
NP_391703.2	COG4147
NP_391707.2	COG0672
NP_391712.2	COG1346
NP_391733.2	COG3967
NP_391774.2	COG0620
NP_391776.2	COG1028
NP_391779.3	COG2610
NP_391784.2	COG0693
NP_391785.2	COG2851
NP_391802.2	COG3209
NP_391806.2	COG1263
NP_391812.2	COG3507
NP_391818.2	COG0833
NP_391820.2	COG1972
NP_391821.2	COG0274
NP_391825.2	COG2079
NP_391826.2	COG1473
NP_391830.2	COG0454
NP_391838.2	2ED14
NP_391840.2	COG0614
NP_391849.2	COG0673
NP_391850.2	COG0477
NP_391852.2	COG3962
NP_391854.2	COG3718
NP_391866.2	COG0454
NP_391871.2	COG0367
NP_391872.2	COG0477
NP_391875.2	29RX6
NP_391877.2	COG2311
NP_391878.2	COG1917
NP_391879.2	COG1309
NP_391883.3	COG5039
NP_391884.2	COG1929
NP_391896.2	COG1994
NP_391907.2	2E4ET
NP_391929.2	COG1807
NP_391947.2	COG0583
NP_391964.2	COG0477
NP_388225.3	COG3209
NP_388553.2	COG0841
NP_388596.2	COG2329
NP_388948.2	2DP0U
NP_388952.2	2EBHF
YP_054577.2	COG3300
NP_389281.2	COG0768
NP_389422.3	COG1799
NP_389486.2	COG0335
NP_389641.3	COG1940
NP_389652.2	2CQ69
NP_389783.2	COG1231
NP_389889.2	COG1780
NP_390503.3	COG1484
NP_390802.3	2AV7G
NP_390890.3	COG4225
NP_391136.3	COG2188
NP_391163.2	COG1024
NP_391229.3	COG2217
NP_391277.2	COG1609
NP_391287.2	COG4585
NP_391425.2	COG1040
NP_391647.3	COG3253
NP_391652.2	COG1028
NP_391674.3	2DRJS
NP_391764.2	2DY9G
NP_391813.2	28T9W
NP_391899.2	COG3855
