gene_id	root_og
NP_417208.1	COG0298
NP_417209.1	COG0409
NP_417211.1	COG3604
NP_417212.1	2E4R1
NP_417221.1	COG0568
NP_417227.1	COG1211
NP_417229.1	2C1QX
NP_417230.1	COG0529
NP_417231.1	COG2895
NP_417232.1	COG0175
NP_417235.1	COG1518
NP_417236.1	2DMIY
NP_417238.1	COG1857
NP_417239.1	2D8X9
NP_417240.1	arCOG04928
NP_417242.1	COG0175
NP_417243.1	COG0155
NP_417244.1	COG0369
NP_417248.1	COG1954
NP_417259.1	COG0148
NP_417261.1	COG1694
NP_417262.1	COG2337
NP_417263.1	COG2336
NP_417264.1	COG0317
NP_417266.1	COG0642
NP_417267.1	COG4948
NP_417268.1	COG4948
NP_417269.1	COG2271
NP_417280.1	COG0235
NP_417281.1	COG0738
NP_417282.1	COG2407
NP_417284.1	COG4154
NP_417285.1	COG1349
NP_417286.1	COG2933
NP_417287.1	COG2363
NP_417288.1	COG0583
NP_417295.1	COG0548
NP_417296.1	COG0507
NP_417297.1	COG1074
NP_417298.1	COG1025
NP_417314.1	COG1609
NP_417315.1	COG0019
NP_417316.1	COG0583
NP_417317.1	COG1794
NP_417318.1	COG0477
NP_417319.1	COG1028
NP_417320.1	COG3717
NP_417329.1	COG0457
NP_417342.1	COG1529
NP_417343.1	COG1319
NP_417344.1	COG2080
NP_417350.1	COG0549
NP_417369.1	COG1651
NP_417371.1	COG0716
NP_417375.1	COG1272
NP_417377.1	COG2723
NP_417379.1	COG0403
NP_417380.1	COG0509
NP_417381.1	COG0404
NP_417388.1	COG0111
NP_417391.1	COG0583
NP_417398.1	COG1279
NP_417400.1	COG0191
NP_417401.1	COG0126
NP_417402.1	COG0057
NP_417412.1	COG0010
NP_417413.1	COG1166
NP_417417.1	COG0192
NP_417418.1	COG0477
NP_417432.1	COG0252
NP_417449.1	COG1620
NP_417450.1	COG2225
NP_417451.1	COG3193
NP_417453.1	COG0277
NP_417454.1	COG2186
NP_417461.1	COG0306
NP_417464.1	COG0298
NP_417465.1	COG0375
NP_417466.1	COG1773
NP_417467.1	COG0680
NP_417468.1	COG0374
NP_417469.1	COG5557
NP_417470.1	COG0437
NP_417471.1	COG1740
NP_417474.1	COG0667
NP_417478.1	COG0848
NP_417479.1	COG0811
NP_417481.1	COG0626
NP_417484.1	COG1979
NP_417493.1	COG2944
NP_417494.1	2D16E
NP_417497.1	COG0745
NP_417498.1	COG0642
NP_417499.1	2E4JB
NP_417500.1	COG2249
NP_417501.1	COG1359
NP_417504.1	COG1409
NP_417510.1	COG0754
NP_417521.1	2CHAW
NP_417529.1	COG1968
NP_417536.1	COG0533
NP_417537.1	COG0828
NP_417538.1	COG0358
NP_417539.1	COG0568
NP_417541.1	COG2375
NP_417542.1	COG1695
NP_417543.1	COG0840
NP_417546.1	COG1609
NP_417548.1	COG2731
NP_417552.1	COG0446
NP_417553.1	COG5499
NP_417554.1	COG4680
NP_417560.1	COG3633
NP_417562.1	COG2721
NP_417563.1	COG1904
NP_417566.1	COG0586
NP_417567.1	2E956
NP_417586.1	COG0814
NP_417587.1	COG1171
NP_417588.1	COG0583
NP_417595.1	COG3836
NP_417596.1	COG2271
NP_417597.1	COG2721
NP_417600.1	COG1349
NP_417601.1	COG4573
NP_417605.1	COG2222
NP_417606.1	COG0191
NP_417607.1	COG3444
NP_417608.1	COG3715
NP_417609.1	COG3716
NP_417610.1	COG0363
NP_417625.1	COG3153
NP_417626.1	COG3154
NP_417630.1	COG0814
NP_417634.1	COG0184
NP_417635.1	COG0130
NP_417636.1	COG0858
NP_417637.1	COG0532
NP_417638.1	COG0195
NP_417640.1	COG0137
NP_417642.1	COG1314
NP_417643.1	COG1109
NP_417646.1	COG0293
NP_417647.1	COG1534
NP_417650.1	COG0536
NP_417651.1	COG0697
NP_417652.1	COG0211
NP_417653.1	COG0261
NP_417655.1	COG3423
NP_417659.1	COG2854
NP_417660.1	COG1463
NP_417661.1	COG0767
NP_417662.1	COG1127
NP_417669.1	COG1508
NP_417674.1	COG0515
NP_417675.1	COG0744
NP_417680.1	COG0493
NP_417681.1	COG3539
NP_417688.1	COG2731
NP_417690.1	COG3010
NP_417692.1	COG0329
NP_417694.1	COG3069
NP_417697.1	COG0103
NP_417698.1	COG0102
NP_417701.1	COG0265
NP_417702.1	COG0265
NP_417703.1	COG0039
NP_417704.1	COG1438
NP_417707.1	COG1289
NP_417708.1	COG1566
NP_417710.1	COG0583
NP_417715.1	COG2891
NP_417716.1	COG1792
NP_417721.1	COG0511
NP_417722.1	COG0439
NP_417726.1	COG0042
NP_417727.1	COG2901
NP_417731.1	COG0845
NP_417732.1	COG0841
NP_417740.1	COG0169
NP_417745.1	COG0242
NP_417746.1	COG0223
NP_417747.1	COG0144
NP_417760.1	COG0200
NP_417761.1	COG1841
NP_417763.1	COG0256
NP_417764.1	COG0097
NP_417765.1	COG0096
NP_417766.1	COG0199
NP_417767.1	COG0094
NP_417768.1	COG0198
NP_417769.1	COG0093
NP_417770.1	COG0186
NP_417771.1	COG0255
NP_417772.1	COG0197
NP_417773.1	COG0092
NP_417774.1	COG0091
NP_417775.1	COG0185
NP_417776.1	COG0090
NP_417777.1	COG0089
NP_417778.1	COG0088
NP_417779.1	COG0087
NP_417780.1	COG0051
NP_417783.1	COG3031
NP_417785.1	COG2804
NP_417786.1	COG1459
NP_417787.1	COG2165
NP_417788.1	COG2165
NP_417790.1	COG4795
NP_417791.1	COG3156
NP_417794.1	COG1989
NP_417815.1	COG1765
NP_417816.1	COG0664
NP_417818.1	COG4992
NP_417819.1	COG0512
NP_417820.1	COG2184
NP_417821.1	2EDND
NP_417822.1	COG0652
NP_417823.1	COG0738
NP_417824.1	COG1251
NP_417825.1	COG2146
NP_417827.1	COG0007
NP_417833.1	COG0524
NP_417852.1	2CD7R
NP_417853.1	COG3166
NP_417862.1	COG1866
NP_417863.1	COG0642
NP_417864.1	COG0745
NP_417867.1	COG1918
NP_417868.1	COG0370
NP_417869.1	2E630
NP_417873.1	COG0316
NP_417875.1	COG1640
NP_417877.1	COG2909
NP_417879.1	COG1690
NP_417883.1	COG0607
NP_417884.1	COG0578
NP_417886.1	COG0058
NP_417887.1	COG0297
NP_417888.1	COG0448
NP_417889.1	COG1523
NP_417890.1	COG0296
NP_417897.1	COG0673
NP_417898.1	COG1247
NP_417904.1	COG0405
NP_417906.1	COG0584
NP_417908.1	COG0395
NP_417909.1	COG1175
NP_417910.1	COG1653
NP_417912.1	COG0411
NP_417913.1	COG4177
NP_417914.1	COG0559
NP_417915.1	COG0683
NP_417918.1	COG0568
NP_417920.1	COG2884
NP_417922.1	COG0742
NP_417926.1	COG2217
NP_417933.1	COG0747
NP_417934.1	COG0601
NP_417935.1	COG1173
NP_417936.1	COG0444
NP_417937.1	COG1124
NP_417938.1	COG0864
NP_417950.1	COG0306
NP_417952.1	COG0589
NP_417957.1	COG1249
NP_417958.1	COG0640
NP_417960.1	COG1393
NP_417964.1	COG2197
NP_417965.1	COG1285
NP_417967.1	2E34D
NP_417968.1	COG3247
NP_417969.1	COG2771
NP_417970.1	COG0845
NP_417971.1	COG0841
NP_417972.1	COG2207
NP_417973.1	COG2207
NP_417974.1	COG0076
NP_417975.1	COG1858
NP_417977.1	COG2197
NP_417979.1	COG1295
NP_417980.1	COG0477
NP_417985.1	COG1301
NP_417988.1	COG3405
NP_417989.1	COG1215
NP_417992.1	2DRDK
NP_417993.1	28JMX
NP_417995.1	COG2194
NP_417997.1	COG4608
NP_417998.1	COG0444
NP_417999.1	COG1173
NP_418000.1	COG0601
NP_418001.1	COG0747
NP_418012.1	COG1278
NP_418015.1	COG2801
NP_418021.1	COG1070
NP_418022.1	COG2115
NP_418023.1	COG4213
NP_418024.1	COG1129
NP_418025.1	COG4214
NP_418026.1	COG1609
NP_418028.1	COG0366
NP_418031.1	COG1414
NP_418032.1	COG2055
NP_418033.1	COG2731
NP_418034.1	COG3090
NP_418036.1	COG1638
NP_418037.1	COG1070
NP_418038.1	COG0269
NP_418040.1	COG0235
NP_418049.1	COG0625
NP_418056.1	COG2213
NP_418057.1	COG0246
NP_418058.1	COG3722
NP_418060.1	COG1620
NP_418061.1	COG2186
NP_418062.1	COG1304
NP_418063.1	COG0219
NP_418064.1	COG1045
NP_418065.1	COG0240
NP_418066.1	COG1952
NP_418069.1	COG0696
NP_418072.1	COG1216
NP_418073.1	COG1063
NP_418074.1	COG0156
NP_418081.1	2DB7S
NP_418082.1	COG3642
NP_418091.1	COG0669
NP_418093.1	COG0267
NP_418094.1	COG0227
NP_418110.1	COG0786
NP_418116.1	COG0697
NP_418117.1	COG1464
NP_418122.1	COG2271
NP_418125.1	COG2197
NP_418126.1	COG0440
NP_418127.1	COG0028
NP_418128.1	2AV5N
NP_418139.1	COG2188
NP_418148.1	COG3734
NP_418152.1	COG0561
NP_418155.1	COG1195
NP_418156.1	COG0592
NP_418157.1	COG0593
NP_418158.1	COG0230
NP_418165.1	COG0814
NP_418177.1	COG2723
NP_418178.1	COG1263
NP_418179.1	COG3711
NP_418180.1	COG0704
NP_418181.1	COG1117
NP_418182.1	COG0581
NP_418183.1	COG0573
NP_418184.1	COG0226
NP_418185.1	COG0449
NP_418186.1	COG1207
NP_418188.1	COG0055
NP_418189.1	COG0224
NP_418190.1	COG0056
NP_418194.1	COG0356
NP_418196.1	COG0357
NP_418197.1	COG0445
NP_418198.1	COG0716
NP_418199.1	COG1522
NP_418200.1	COG2502
NP_418205.1	COG1129
NP_418206.1	COG1172
NP_418207.1	COG1879
NP_418208.1	COG0524
NP_418209.1	COG1609
NP_418210.1	COG0477
NP_418215.1	2EUZJ
NP_418217.1	COG3978
NP_418220.1	COG1171
NP_418221.1	COG0583
NP_418222.1	COG0059
NP_418231.1	COG0472
NP_418236.1	COG1209
NP_418238.1	COG0399
NP_418239.1	COG2244
NP_418241.1	2DB7H
NP_418242.1	COG1922
NP_418250.1	COG3072
NP_418255.1	COG3159
NP_418256.1	COG4973
NP_418257.1	COG1011
NP_418258.1	COG0210
NP_418272.1	COG0583
NP_418273.1	COG0620
NP_418275.1	COG2820
NP_418284.1	COG0250
NP_418285.1	COG0043
NP_418286.1	COG0543
NP_418288.1	COG1024
NP_418294.1	COG0746
NP_418295.1	COG3084
NP_418296.1	COG2334
NP_418297.1	COG1651
NP_418300.1	COG0258
NP_418304.1	COG2204
NP_418305.1	COG3852
NP_418306.1	COG0174
NP_418318.1	COG2084
NP_418337.1	COG3254
NP_418338.1	COG0235
NP_418340.1	COG1070
NP_418341.1	COG4977
NP_418343.1	COG0697
NP_418347.1	COG0642
NP_418348.1	COG0745
NP_418351.1	COG0205
NP_418352.1	COG1613
NP_418354.1	COG0149
NP_418357.1	COG3691
NP_418358.1	COG0589
NP_418359.1	COG1018
NP_418360.1	COG1494
NP_418361.1	COG0554
NP_418362.1	COG0580
NP_418363.1	COG3074
NP_418369.1	COG1609
NP_418373.1	COG3060
NP_418374.1	COG0626
NP_418375.1	COG0460
NP_418376.1	COG0685
NP_418377.1	COG0376
NP_418391.1	COG2352
NP_418392.1	COG0624
NP_418393.1	COG0002
NP_418395.1	COG0165
NP_418396.1	COG0583
NP_418399.1	2ARMX
NP_418400.1	COG2265
NP_418401.1	COG4206
NP_418403.1	COG0812
NP_418404.1	COG0340
NP_418405.1	COG1072
NP_418407.1	COG0050
NP_418411.1	COG0081
NP_418412.1	COG0244
NP_418413.1	COG0222
NP_418414.1	COG0085
NP_418415.1	COG0086
NP_418423.1	COG3160
NP_418428.1	COG0776
NP_418429.1	28HWS
NP_418431.1	COG4191
NP_418432.1	COG2204
NP_418433.1	COG0151
NP_418434.1	COG0138
NP_418437.1	COG1897
NP_418438.1	COG2225
NP_418439.1	COG2224
NP_418440.1	COG4579
NP_418443.1	COG0646
NP_418445.1	COG3340
NP_418446.1	COG1187
NP_418448.1	COG0527
NP_418449.1	COG0166
NP_418454.1	COG3223
NP_418455.1	COG0477
NP_418456.1	COG3833
NP_418457.1	COG1175
NP_418458.1	COG2182
NP_418459.1	COG3842
NP_418460.1	COG4580
NP_418461.1	2C19D
NP_418464.1	COG0382
NP_418466.1	COG0818
NP_418467.1	COG1974
NP_418478.1	COG1448
NP_418480.1	COG0432
NP_418481.1	COG2315
NP_418482.1	COG0178
NP_418483.1	COG0629
NP_418486.1	COG2207
NP_418487.1	COG0789
NP_418491.1	COG4147
NP_418492.1	COG3162
NP_418493.1	COG0365
NP_418494.1	COG3303
NP_418496.1	COG0437
NP_418497.1	COG3301
NP_418498.1	COG1138
NP_418499.1	COG3088
NP_418500.1	COG4235
NP_418503.1	COG3383
NP_418509.1	COG0036
NP_418510.1	COG1172
NP_418511.1	COG1129
NP_418512.1	COG1879
NP_418514.1	COG0698
NP_418516.1	COG1235
NP_418517.1	COG0454
NP_418518.1	COG3709
NP_418519.1	COG3454
NP_418520.1	COG4778
NP_418522.1	COG3627
NP_418523.1	COG3626
NP_418524.1	COG3625
NP_418525.1	COG3624
NP_418526.1	COG2188
NP_418529.1	COG3221
NP_418530.1	COG3638
NP_418535.1	COG0477
NP_418539.1	COG0531
NP_418542.1	COG2169
NP_418543.1	COG1486
NP_418546.1	COG1838
NP_418547.1	COG2704
NP_418548.1	COG4565
NP_418549.1	COG3290
NP_418553.1	COG1190
NP_418555.1	COG1982
NP_418556.1	COG0531
NP_418557.1	COG3710
NP_418561.1	COG2704
NP_418565.1	COG0531
NP_418566.1	COG0234
NP_418567.1	COG0459
NP_418574.1	COG1680
NP_418575.1	COG3080
NP_418576.1	COG3029
NP_418577.1	COG0479
NP_418578.1	COG1053
NP_418583.1	COG1511
NP_418584.1	COG0688
NP_418592.1	COG0324
NP_418593.1	COG1923
NP_418594.1	COG2262
NP_418595.1	COG0330
NP_418596.1	COG0330
NP_418598.1	COG0104
NP_418615.1	COG3414
NP_418616.1	COG1762
NP_418617.1	COG0269
NP_418618.1	COG3623
NP_418619.1	COG0235
NP_418622.1	COG2965
NP_418623.1	COG0238
NP_418624.1	COG0359
NP_418630.1	COG2846
NP_418634.1	COG0737
NP_418639.1	COG1253
NP_418640.1	COG0225
NP_418654.1	COG0773
NP_418658.1	COG0602
NP_418659.1	COG1328
NP_418660.1	COG0366
NP_418661.1	COG1263
NP_418662.1	COG1609
NP_418663.1	COG0474
NP_418670.1	COG1028
NP_418675.1	COG0078
NP_418681.1	COG0260
NP_418685.1	COG1609
NP_418686.1	COG2610
NP_418687.1	COG1028
NP_418688.1	COG1063
NP_418689.1	COG3265
NP_418707.1	COG1120
NP_418708.1	COG0609
NP_418709.1	COG0609
NP_418711.1	COG4772
NP_418712.1	COG3712
NP_418713.1	COG1595
NP_418716.1	COG2610
NP_418729.1	2DDQI
NP_418732.1	COG0582
NP_418733.1	COG4974
NP_418734.1	COG3539
NP_418737.1	COG3188
NP_418738.1	COG3539
NP_418739.1	COG3539
NP_418740.1	COG3539
NP_418741.1	COG2610
NP_418742.1	COG1312
NP_418743.1	COG0246
NP_418744.1	COG2186
NP_418773.1	COG2879
NP_418775.1	COG0840
NP_418776.1	COG2271
NP_418785.1	COG2197
NP_418787.1	COG4114
NP_418793.1	COG2823
NP_418794.1	COG4667
NP_418796.1	COG1180
NP_418797.1	COG1328
NP_418798.1	COG0274
NP_418799.1	COG0213
NP_418800.1	COG1015
NP_418801.1	COG0813
NP_418806.1	COG1066
NP_418810.1	COG2973
NP_418813.1	COG2207
NP_418814.1	COG3045
NP_418815.1	COG0745
NP_418816.1	COG0642
NP_418817.1	COG4452
NP_418818.1	COG0745
YP_025293.1	COG0477
YP_026160.1	2E480
NP_414847.3	COG1309
NP_414879.3	COG1609
NP_414917.2	COG1785
NP_414930.3	COG0477
YP_025295.1	2ECM3
NP_415280.3	COG1087
NP_415532.3	COG2141
NP_415578.3	2CFXH
NP_415621.3	COG0537
YP_025300.1	COG0444
NP_416028.3	COG1070
YP_025302.1	COG0246
NP_416130.3	COG1482
YP_025304.1	COG3133
NP_416232.3	COG0291
NP_416237.3	COG1105
YP_025308.1	COG0753
NP_416432.3	COG1191
YP_026164.1	COG3468
NP_416668.3	COG0664
NP_416791.3	COG0838
YP_026169.1	COG1104
YP_026170.1	COG0046
YP_026172.1	COG0497
YP_026180.1	COG3730
YP_026181.1	COG3732
YP_026182.1	COG1263
NP_417387.3	COG0212
YP_026190.1	COG0247
YP_026191.1	COG0277
YP_026195.1	2C67P
YP_026199.1	COG3250
YP_026202.1	COG3681
YP_026204.1	COG1760
YP_026205.1	COG1882
NP_417693.3	COG2186
YP_026217.1	COG2610
YP_026218.1	COG0058
YP_026219.1	COG0430
YP_026220.1	COG0705
YP_026221.1	COG2610
YP_026223.1	COG0683
YP_026231.1	COG3977
YP_026232.1	COG1593
YP_026237.1	COG4948
YP_026238.1	COG0800
YP_026239.1	COG2186
YP_026241.1	COG0187
YP_026243.1	COG2425
YP_026245.1	COG2186
YP_026247.1	COG0115
YP_026248.1	COG0129
YP_026253.1	COG0381
YP_026254.1	COG0677
YP_026255.1	COG1088
YP_026258.1	COG1113
YP_026259.1	COG0641
YP_026268.1	COG0412
YP_026272.1	COG0183
YP_026276.1	COG4806
NP_418344.3	COG0605
YP_026277.1	COG3678
YP_026282.1	COG4107
YP_026284.1	COG5510
NP_418736.3	COG3121
YP_026290.1	COG1802
NP_418228.2	COG3118
NP_414576.4	2BXKV
NP_414577.2	COG0663
NP_414583.2	COG2086
NP_414615.4	COG0473
NP_414618.4	COG0583
YP_025294.2	COG0028
NP_414639.2	2ATX7
NP_414661.2	COG3112
NP_414664.4	2B1X9
NP_414667.4	COG0634
NP_414689.4	COG1514
NP_414704.4	COG3835
NP_414731.2	COG4568
NP_414756.2	COG1960
NP_414835.2	COG3059
NP_414837.2	2EF6J
NP_414838.2	COG1249
NP_414842.4	COG1556
NP_414884.2	COG3971
NP_414887.2	COG0477
NP_414888.4	COG3122
NP_414899.2	COG4521
NP_414968.4	COG3056
NP_414969.4	COG0271
NP_414981.4	COG1522
NP_415044.4	COG1953
NP_415046.4	COG2233
NP_415061.2	COG2501
NP_415063.4	COG3539
NP_415137.2	COG1651
NP_415139.2	COG3634
NP_415149.4	COG2301
NP_415151.4	COG3053
NP_415211.2	2DB8J
NP_415261.2	COG1271
NP_415315.4	COG1131
NP_415325.4	COG3128
NP_415327.2	2DPRH
NP_415376.4	COG3842
NP_415394.4	COG0369
NP_415395.2	COG2431
NP_415399.4	COG0845
NP_415414.4	COG0243
NP_415454.4	COG0600
NP_415456.4	COG0715
NP_415458.2	COG3539
NP_415463.2	COG3539
NP_415464.4	COG3121
NP_415507.2	2F5RH
NP_415526.4	COG2233
NP_415527.4	COG1853
NP_415531.2	COG1335
NP_415554.4	28NYX
NP_415583.4	COG0477
NP_415608.2	COG0416
NP_415629.4	COG1309
NP_415719.2	COG3284
NP_415775.4	COG3729
NP_415803.2	COG2128
NP_415812.4	COG0531
NP_415813.4	COG0174
NP_415814.4	COG2071
NP_415819.4	COG1221
NP_415841.4	COG4948
NP_415854.4	COG1473
NP_415903.4	COG1012
NP_415925.2	2EWBD
NP_415926.4	COG0558
NP_415939.2	COG0583
NP_415998.4	2CPZC
NP_416014.4	COG0641
NP_416015.2	COG3119
NP_416047.4	COG1846
NP_416048.2	COG4977
NP_416077.4	COG0484
NP_416108.2	COG3381
NP_416110.4	COG0132
NP_416114.2	2DHUV
NP_416132.2	2DBSC
NP_416141.4	COG0673
NP_416159.2	COG1846
NP_416161.4	COG1566
NP_416198.2	COG0719
NP_416276.4	2BUS6
NP_416286.4	COG0524
NP_416294.4	COG0676
NP_416371.4	COG4531
NP_416376.2	28IT1
NP_416391.4	COG3755
NP_416423.4	COG0322
NP_416431.2	2DBMG
NP_416450.2	COG1317
NP_416472.2	2DZQZ
NP_416521.2	COG2161
NP_416564.4	COG0489
NP_416567.4	COG1253
NP_416578.2	COG0845
NP_416589.2	2E6XX
NP_416599.2	COG0191
NP_416600.4	COG1830
NP_416610.4	COG5455
NP_416616.4	COG0489
NP_416629.4	COG3279
NP_416652.4	COG0167
NP_416676.4	COG0231
NP_416705.2	COG4133
NP_416707.4	COG3043
NP_416761.4	COG2076
NP_416762.2	2EDNI
NP_416768.4	COG1169
NP_416771.4	COG1234
YP_026168.2	COG4208
NP_416925.2	COG1680
NP_416976.4	COG1142
NP_416978.4	COG0650
NP_416985.4	2DBX5
NP_416986.4	COG3604
NP_416993.2	COG0035
NP_417006.2	COG1160
NP_417030.2	COG3711
NP_417051.2	COG0642
NP_417055.4	COG0560
NP_417056.2	COG1737
NP_417099.4	COG0806
NP_417107.2	COG2913
NP_417108.4	COG2914
NP_417120.2	2DPCZ
NP_417145.4	2CG84
NP_417146.2	COG0579
NP_417150.4	COG1802
NP_417188.4	COG0517
NP_417189.2	COG3604
NP_417234.2	COG0847
NP_417237.2	2DBXF
NP_417323.2	COG2771
NP_417439.4	COG2211
NP_417440.4	COG1982
NP_417485.4	COG0656
NP_417507.2	COG1538
NP_417565.2	COG2186
NP_417583.4	COG0251
NP_417602.4	COG3444
NP_417622.2	COG0693
NP_417631.2	COG0513
NP_417644.4	COG0294
NP_417657.2	COG5007
NP_417658.4	COG3113
NP_417676.2	COG3155
NP_417689.4	COG1940
NP_417691.4	COG0477
NP_417705.2	2CAQ2
NP_417709.2	2DNQE
NP_417717.2	COG1077
NP_417738.4	COG0663
NP_417784.4	COG1450
NP_417789.4	COG2165
NP_417792.2	COG3297
NP_417793.2	COG3149
NP_417805.4	COG2964
NP_417817.2	COG1289
YP_026212.2	COG2116
NP_417851.4	2EBIY
NP_417854.4	COG4972
NP_417872.2	COG1040
NP_417894.2	COG3265
NP_417907.2	COG3842
NP_417911.4	COG0410
NP_417959.4	COG1055
NP_417963.4	COG3065
NP_417983.2	COG0524
NP_417990.4	COG1215
NP_417994.2	2E541
NP_418039.2	COG3623
NP_418045.4	COG1012
NP_418071.4	COG2861
NP_418102.2	COG3645
NP_418123.2	COG2271
NP_418124.4	COG3851
NP_418143.2	COG5645
NP_418146.4	COG2271
NP_418164.4	COG3033
NP_418202.4	COG0714
NP_418204.2	COG1869
NP_418232.2	COG3765
NP_418254.2	COG0253
NP_418303.2	COG0635
NP_418320.2	COG1349
NP_418345.2	28H7K
NP_418397.2	COG1249
NP_418402.2	COG0796
NP_418430.2	COG3678
NP_418442.2	COG1414
NP_418463.4	COG3161
NP_418474.4	2E8D0
NP_418484.4	2CRMS
NP_418495.2	COG3303
NP_418513.4	COG1737
NP_418562.4	COG1027
NP_418613.2	COG2220
NP_418614.4	COG3037
NP_418638.2	2CTIP
NP_418664.2	COG0251
NP_418699.4	COG0477
NP_418700.2	COG0673
NP_418730.4	COG3055
NP_418731.2	COG1452
NP_418735.2	COG3539
NP_418746.4	COG3518
NP_418772.4	COG0523
NP_418774.2	COG1966
NP_418779.2	COG1368
YP_026291.2	COG0084
NP_418809.4	COG0741
NP_415954.2	COG1724
YP_588439.1	2ETD4
YP_588441.1	COG3251
YP_588443.1	2EN8K
YP_588444.1	COG4890
YP_588456.1	2CYZ3
YP_588458.1	COG4115
YP_588461.1	COG0727
YP_588462.1	COG2076
YP_588473.1	COG5567
YP_588478.1	2CF73
YP_588437.1	COG0257
NP_414880.2	COG1414
NP_415193.2	COG1702
NP_415289.4	COG0583
NP_415350.2	COG1123
NP_415411.2	COG2834
NP_415472.2	COG3009
NP_415738.2	COG4932
YP_588450.2	2EUTS
NP_415931.4	COG1643
NP_415955.2	COG1598
YP_001165319.1	2ETZ7
NP_416125.2	COG0745
NP_416166.3	COG1309
NP_416361.2	2DM3Z
NP_416406.4	2AX91
YP_026162.2	COG1172
NP_416779.2	COG1007
NP_416786.4	COG1034
NP_416789.2	COG0649
NP_416846.2	COG2067
NP_417054.2	COG0590
NP_417509.3	COG5463
NP_417544.5	COG4992
YP_026203.3	COG0814
NP_417585.2	COG0282
NP_417593.4	COG1929
NP_417594.3	COG2084
NP_417633.4	COG1185
NP_417978.2	COG0583
NP_418118.2	COG0477
YP_026256.2	COG0454
NP_418313.4	COG2211
NP_418394.3	COG0548
NP_418767.4	2DM63
YP_588479.2	COG5487
NP_414872.3	COG0583
NP_414685.4	COG0617
NP_414690.4	COG1643
NP_414891.4	COG1937
NP_414918.4	2E4IS
NP_415317.4	COG1309
NP_415700.4	28N3N
NP_415718.6	COG2376
NP_416335.4	COG1971
NP_416872.4	COG1804
NP_417830.4	COG2222
NP_417834.6	COG2188
NP_417966.4	2EACP
NP_418070.6	COG4942
NP_418608.6	COG1960
NP_418710.4	COG4594
YP_026263.3	COG0514
NP_418468.3	COG0534
NP_415904.3	COG3733
NP_416105.4	COG0243
NP_417053.2	COG4623
NP_418342.2	COG1917
NP_414578.2	COG1024
NP_414579.4	COG0318
NP_415843.2	COG1073
NP_418541.2	COG1982
YP_002791237.1	2AV6G
NP_414686.3	COG0008
NP_414909.2	COG0664
NP_415716.4	COG1080
NP_415750.2	COG1752
NP_415842.2	COG2866
NP_415909.4	COG2151
NP_416186.4	COG0437
NP_416242.6	COG1988
NP_416324.2	2DMW3
YP_002791245.1	2DTJI
NP_417210.2	COG0309
NP_417215.2	COG1349
NP_417639.6	COG0779
NP_417948.4	28KGD
YP_026226.4	COG0457
NP_418136.2	COG2207
NP_418778.4	COG1063
NP_418621.5	COG0360
NP_417679.2	COG0067
NP_414937.2	COG0366
NP_415115.2	COG2977
NP_416333.4	COG3716
NP_417194.2	COG1609
NP_417279.2	COG1454
NP_418544.2	COG2211
NP_418786.4	COG2197
NP_414883.5	COG0596
NP_415117.2	COG2382
YP_009029995.1	2EH7F
NP_415778.3	COG0134
YP_588449.2	2EM1Z
YP_001165328.2	2AV6S
NP_417283.2	COG1070
NP_417564.2	COG2271
YP_009518773.1	COG0702
YP_009518774.1	COG1073
YP_009518788.1	COG4220
YP_009518792.1	COG2801
YP_009518793.1	2EE2H
NP_416216.5	COG0318
NP_416491.3	COG0534
YP_009518799.1	COG3831
NP_416756.6	COG0399
NP_418398.3	COG1309
